anon_polygon_id,year,start,end,duration_days,n_points,min_z,mean_z,ndvi_deficit,severity,kind,confidence,drivers,explanation,sensors
AOI-0020,2020,2020-06-24,2020-07-19,26,13,-1.27,-1.15,0.221,угнетение,стресс,0.88,[],"24 июня – 19 июля 2020, 26 дней, 13 наблюдений. NDVI ниже нормы в среднем на 1.1σ (минимум -1.3σ), это 0.22 по шкале NDVI. Осадки за 60 дней до эпизода: 140 мм при норме 107 мм (131 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis', 's2']"
AOI-0020,2021,2021-05-15,2021-05-23,9,5,-1.87,-1.63,0.283,угнетение,стресс,0.8,['избыток осадков'],"15 мая – 23 мая 2021, 9 дней, 5 наблюдений. NDVI ниже нормы в среднем на 1.6σ (минимум -1.9σ), это 0.28 по шкале NDVI. Осадки за 60 дней до эпизода: 154 мм при норме 69 мм (223 % нормы). Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Вероятная причина: переувлажнение — вымокание посева или сорванные полевые работы.","['landsat', 's2']"
AOI-0020,2022,2022-07-19,2022-08-05,18,9,-1.27,-1.05,0.199,угнетение,стресс,0.94,['дефицит осадков'],"19 июля – 5 августа 2022, 18 дней, 9 наблюдений. NDVI ниже нормы в среднем на 1.1σ (минимум -1.3σ), это 0.20 по шкале NDVI. Осадки за 60 дней до эпизода: 52 мм при норме 100 мм (52 % нормы). Дней жарче 30 °C за предшествующий месяц: 0 при норме 1. Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Вероятная причина: дефицит влаги.","['landsat', 'modis', 's2']"
AOI-0020,2023,2023-04-27,2023-06-07,42,11,-2.76,-1.4,0.238,критическая,стресс,0.99,['избыток осадков'],"27 апреля – 7 июня 2023, 42 дня, 11 наблюдений. NDVI ниже нормы в среднем на 1.4σ (минимум -2.8σ), это 0.24 по шкале NDVI. Осадки за 60 дней до эпизода: 67 мм при норме 33 мм (205 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Вероятная причина: переувлажнение — вымокание посева или сорванные полевые работы.","['landsat', 'modis', 's2']"
AOI-0020,2024,2024-06-18,2024-06-30,13,7,-1.37,-1.16,0.206,угнетение,стресс,0.88,['дефицит осадков'],"18 июня – 30 июня 2024, 13 дней, 7 наблюдений. NDVI ниже нормы в среднем на 1.2σ (минимум -1.4σ), это 0.21 по шкале NDVI. Осадки за 60 дней до эпизода: 33 мм при норме 109 мм (31 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Вероятная причина: дефицит влаги.","['landsat', 'modis', 's2']"
AOI-0020,2024,2024-07-20,2024-07-27,8,4,-1.23,-1.15,0.222,угнетение,стресс,0.77,"['дефицит осадков', 'аномальная жара']","20 июля – 27 июля 2024, 8 дней, 4 наблюдения. NDVI ниже нормы в среднем на 1.1σ (минимум -1.2σ), это 0.22 по шкале NDVI. Осадки за 60 дней до эпизода: 24 мм при норме 93 мм (26 % нормы). Дней жарче 30 °C за предшествующий месяц: 9 при норме 1. Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Вероятная причина: почвенная засуха на фоне аномальной жары.","['landsat', 's2']"
AOI-0021,2010,2010-04-07,2010-05-18,42,9,-1.55,-1.32,0.294,угнетение,стресс,0.9,[],"7 апреля – 18 мая 2010, 42 дня, 9 наблюдений. NDVI ниже нормы в среднем на 1.3σ (минимум -1.5σ), это 0.29 по шкале NDVI. Осадки за 60 дней до эпизода: 6 мм при норме 5 мм (123 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis']"
AOI-0021,2010,2010-06-02,2010-06-11,10,3,-1.66,-1.45,0.297,угнетение,низкое качество данных,0.29,[],"2 июня – 11 июня 2010, 10 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.4σ (минимум -1.7σ), это 0.30 по шкале NDVI. Осадки за 60 дней до эпизода: 135 мм при норме 105 мм (129 % нормы). Все наблюдения эпизода с одного сенсора (Landsat). Мало наблюдений и один источник — возможен остаточный облачный эффект.",['landsat']
AOI-0021,2013,2013-06-19,2013-06-27,9,3,-1.48,-1.37,0.23,угнетение,стресс,0.59,['дефицит осадков'],"19 июня – 27 июня 2013, 9 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.4σ (минимум -1.5σ), это 0.23 по шкале NDVI. Осадки за 60 дней до эпизода: 61 мм при норме 109 мм (56 % нормы). Все наблюдения эпизода с одного сенсора (Landsat). Вероятная причина: дефицит влаги.",['landsat']
AOI-0021,2015,2015-04-06,2015-04-14,9,4,-1.39,-1.22,0.223,угнетение,стресс,0.77,['избыток осадков'],"6 апреля – 14 апреля 2015, 9 дней, 4 наблюдения. NDVI ниже нормы в среднем на 1.2σ (минимум -1.4σ), это 0.22 по шкале NDVI. Осадки за 60 дней до эпизода: 25 мм при норме 4 мм (576 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS. Вероятная причина: переувлажнение — вымокание посева или сорванные полевые работы.","['landsat', 'modis']"
AOI-0021,2015,2015-06-08,2015-06-16,9,4,-1.83,-1.47,0.275,угнетение,стресс,0.67,[],"8 июня – 16 июня 2015, 9 дней, 4 наблюдения. NDVI ниже нормы в среднем на 1.5σ (минимум -1.8σ), это 0.27 по шкале NDVI. Осадки за 60 дней до эпизода: 115 мм при норме 99 мм (116 % нормы). Подтверждено несколькими сенсорами: Landsat, MODIS. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis']"
